sku,sku_prefix_3,backorder_probability,risk_level,planner_priority,alert_status,actual_backorder,actual_backorder_label,predicted_backorder,predicted_backorder_label,prediction_outcome,correct_prediction,detected_backorder,missed_backorder,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,potential_issue,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
2880558,288,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,23.0,4.0,0.0,27.0,27.0,27.0,36.0,64.0,70.0,95.0,4.0,0.0,0.96,0.89,0.0,0,0,0,0,1,0
3523174,352,0.21,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,8.0,8.0,0.0,29.0,45.0,61.0,7.0,19.0,39.0,66.0,0.0,0.0,0.79,0.66,0.0,0,0,0,0,1,0
1757644,175,0.2,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,2.0,0.0,6.0,6.0,6.0,8.0,12.0,13.0,13.0,0.0,0.0,0.69,0.69,0.0,0,1,0,0,1,0
3453815,345,0.29,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,11.0,8.0,0.0,72.0,144.0,180.0,77.0,150.0,213.0,320.0,30.0,0.0,0.85,0.88,0.0,0,0,0,0,1,0
1892093,189,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
3075110,307,0.2547811907443893,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.81,0.0,0,0,0,1,1,0
1251289,125,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,9.0,0.0,13.0,20.0,27.0,6.0,10.0,18.0,33.0,0.0,0.0,0.69,0.68,0.0,0,0,0,0,1,0
3110686,311,0.3208928571428572,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,9.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.66,0.0,0,0,0,0,1,0
1270885,127,0.32,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,8.0,12.0,16.0,2.0,8.0,14.0,19.0,3.0,0.0,0.43,0.46,0.0,0,0,0,0,1,0
1629628,162,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1258167,125,0.35,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,2.0,0.0,30.0,60.0,60.0,5.0,13.0,18.0,30.0,0.0,0.0,0.97,0.92,0.0,0,0,0,0,1,0
1369892,136,0.23,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,1.0,12.0,0.0,14.0,18.0,26.0,6.0,10.0,20.0,26.0,2.0,0.0,0.98,0.98,0.0,0,0,0,0,1,0
2822457,282,0.31,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,35.0,8.0,0.0,200.0,400.0,600.0,48.0,183.0,281.0,471.0,0.0,0.0,0.84,0.8,0.0,0,0,0,0,1,0
1625097,162,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2187674,218,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2010828,201,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1312827,131,0.31,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,8.0,2.0,51.0,72.0,90.0,9.0,23.0,41.0,78.0,7.0,0.0,0.82,0.87,0.0,0,0,0,1,1,0
3313304,331,0.37,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,8.0,0.0,16.0,24.0,32.0,8.0,25.0,39.0,54.0,2.0,0.0,0.69,0.74,0.0,0,1,0,0,1,0
1429211,142,0.28,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,2.0,0.0,20.0,40.0,60.0,5.0,21.0,42.0,58.0,0.0,0.0,0.98,0.92,0.0,0,0,0,0,1,0
1606089,160,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1260092,126,0.36,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,8.0,0.0,36.0,36.0,48.0,11.0,32.0,50.0,76.0,20.0,0.0,0.95,0.96,0.0,0,0,0,0,1,0
1684568,168,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2178341,217,0.2,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,-5.0,9.0,0.0,36.0,52.0,68.0,10.0,20.0,21.0,71.0,0.0,0.0,0.94,0.79,0.0,0,0,0,0,1,0
1229749,122,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,8.0,0.0,0.0,0.34,0.41,0.0,0,0,0,0,1,0
2859095,285,0.35,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,9.0,14.0,8.0,64.0,71.0,114.0,16.0,45.0,112.0,141.0,14.0,0.0,0.65,0.71,4.0,0,0,0,0,1,0
1245824,124,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,7.0,2.0,0.0,0.0,8.0,8.0,3.0,11.0,20.0,28.0,0.0,0.0,0.96,0.93,0.0,0,0,0,0,1,0
1240643,124,0.33,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,2.0,0.0,24.0,36.0,48.0,14.0,27.0,45.0,57.0,5.0,0.0,0.96,0.72,0.0,0,0,0,0,1,0
1668199,166,0.3996498117816831,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
3446040,344,0.32,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,12.0,8.0,0.0,25.0,50.0,75.0,14.0,31.0,58.0,93.0,0.0,0.0,0.84,0.86,0.0,0,0,0,0,1,0
1738711,173,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1335359,133,0.2129999999999999,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,5.0,0.0,64.0,105.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.67,0.0,0,0,0,1,1,0
3306904,330,0.21,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,47.0,8.0,18.0,172.0,270.0,326.0,25.0,134.0,242.0,384.0,49.0,0.0,0.43,0.43,2.0,0,0,0,0,1,0
3487818,348,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2805428,280,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,119.0,8.0,16.0,421.0,661.0,941.0,106.0,329.0,647.0,937.0,196.0,0.0,0.41,0.59,0.0,0,0,0,0,1,0
2200359,220,0.29,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.93,0.9,0.0,0,0,0,0,1,0
3499350,349,0.27,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,11.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.77,0.0,0,0,0,0,0,0
3085851,308,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,15.0,8.0,0.0,1.0,7.0,13.0,2.0,8.0,20.0,35.0,1.0,0.0,0.87,0.88,0.0,0,0,0,0,1,0
3526604,352,0.23,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,82.0,2.0,18.0,720.0,1056.0,1392.0,205.0,547.0,1214.0,1696.0,53.0,0.0,0.92,0.92,0.0,0,0,0,0,1,0
1915635,191,0.29,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,-11.0,8.0,0.0,21.0,27.0,33.0,28.0,30.0,32.0,38.0,4.0,0.0,0.79,0.66,11.0,0,0,0,0,1,0
2887228,288,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,3.0,0.0,15.0,15.0,15.0,5.0,8.0,14.0,18.0,0.0,0.0,0.99,0.99,0.0,0,0,0,0,1,0
1634176,163,0.25,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,15.0,30.0,40.0,2.0,10.0,20.0,33.0,3.0,0.0,0.6,0.77,0.0,0,0,0,0,1,0
1954714,195,0.2,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,9.0,2.0,0.0,24.0,48.0,60.0,8.0,21.0,46.0,83.0,0.0,12.0,0.96,0.96,0.0,0,0,0,0,1,0
2896859,289,0.36,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,318.0,8.0,5.0,440.0,840.0,1140.0,122.0,478.0,916.0,1372.0,164.0,0.0,0.87,0.91,3.0,0,0,0,0,1,0
3379360,337,0.2,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,9.0,0.0,5.0,7.0,8.0,0.0,2.0,2.0,7.0,0.0,0.0,0.85,0.82,0.0,0,0,0,0,1,0
1128671,112,0.39,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,12.0,0.0,11.0,15.0,15.0,1.0,5.0,13.0,17.0,0.0,0.0,0.82,0.79,0.0,0,0,0,0,1,0
1132560,113,0.3,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,68.0,12.0,9.0,405.0,729.0,1080.0,126.0,364.0,760.0,1090.0,11.0,0.0,0.98,0.96,0.0,0,0,0,0,1,0
1617294,161,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2964573,296,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1282277,128,0.28,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,177.0,5.0,0.0,0.0,0.0,0.0,20.0,37.0,55.0,71.0,7.0,0.0,1.0,0.97,0.0,0,0,0,0,1,0
3148511,314,0.21,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,42.0,2.0,51.0,62.0,143.0,193.0,105.0,267.0,373.0,634.0,23.0,0.0,0.89,0.87,0.0,0,0,0,0,1,0
2810471,281,0.295,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,12.0,0.0,4.0,6.0,8.0,0.0,3.0,4.0,6.0,0.0,0.0,0.77,0.73,0.0,0,0,0,0,1,0
2971772,297,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,10.0,8.0,0.0,45.0,45.0,90.0,10.0,25.0,43.0,71.0,2.0,0.0,0.97,0.96,0.0,0,0,0,0,1,0
2180776,218,0.2,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,30.0,8.0,0.0,81.0,126.0,215.0,23.0,87.0,195.0,238.0,16.0,0.0,0.85,0.9,0.0,0,0,0,0,1,0
1864032,186,0.2,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,272.0,400.0,560.0,0.0,0.0,0.0,0.0,49.0,0.0,0.69,0.69,0.0,0,0,0,1,1,0
3258887,325,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,3.0,0.0,12.0,28.0,48.0,4.0,12.0,25.0,38.0,0.0,0.0,0.89,0.9,0.0,0,0,0,0,1,0
3009401,300,0.38,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,8.0,0.0,33.0,48.0,68.0,9.0,21.0,38.0,67.0,0.0,12.0,0.76,0.84,0.0,0,0,0,0,1,0
1685757,168,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1344185,134,0.21,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,7.0,12.0,8.0,34.0,58.0,82.0,12.0,32.0,66.0,96.0,6.0,0.0,0.89,0.71,0.0,0,0,0,0,1,0
3390202,339,0.23,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,10.0,15.0,25.0,2.0,8.0,11.0,18.0,2.0,0.0,0.97,0.97,0.0,0,0,0,0,1,0
2241165,224,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2012383,201,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,10.0,9.0,0.0,44.0,62.0,80.0,2.0,18.0,46.0,87.0,20.0,0.0,0.9,0.82,0.0,0,0,0,0,1,0
2905694,290,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1618801,161,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2996312,299,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,8.0,8.0,0.0,10.0,16.0,31.0,6.0,19.0,49.0,58.0,1.0,0.0,0.72,0.69,0.0,0,0,0,0,1,0
2828671,282,0.32,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,8.0,44.0,178.0,235.0,292.0,117.0,190.0,261.0,343.0,32.0,0.0,0.26,0.37,65.0,0,0,0,0,1,0
1548014,154,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1554837,155,0.2812909514500626,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.0,0,0,0,0,1,0
1883951,188,0.21,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.18,0.1,0.0,0,0,0,1,1,0
2249368,224,0.34,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,-43.0,8.0,48.0,528.0,816.0,1056.0,90.0,327.0,699.0,857.0,78.0,0.0,0.98,0.97,111.0,0,0,0,0,1,0
3395399,339,0.38,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,8.0,0.0,13.0,25.0,34.0,10.0,18.0,38.0,62.0,5.0,0.0,0.94,0.97,0.0,0,0,0,0,1,0
1451322,145,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,8.0,8.0,0.0,32.0,48.0,64.0,10.0,19.0,33.0,61.0,5.0,0.0,0.97,0.94,0.0,0,0,0,0,1,0
1818932,181,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,8.0,0.0,20.0,32.0,41.0,6.0,13.0,15.0,27.0,0.0,0.0,0.51,0.53,0.0,0,0,0,0,1,0
3275221,327,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,8.0,0.0,15.0,46.0,62.0,10.0,28.0,53.0,72.0,0.0,0.0,0.98,0.99,0.0,0,0,0,0,1,0
3382340,338,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
2015745,201,0.34,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.99,0.0,0,0,0,0,1,0
1960311,196,0.29,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,10.0,15.0,20.0,3.0,7.0,12.0,21.0,2.0,0.0,1.0,0.92,0.0,0,0,0,0,1,0
3298744,329,0.3032619047619047,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.98,0.99,0.0,0,0,0,0,1,0
2065134,206,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,25.0,2.0,0.0,84.0,84.0,84.0,198.0,198.0,198.0,198.0,36.0,0.0,0.78,0.76,0.0,0,1,0,0,1,0
3192485,319,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,2.0,2.0,12.0,24.0,33.0,3.0,14.0,30.0,43.0,0.0,0.0,0.82,0.81,0.0,0,0,0,0,1,0
3282240,328,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1428052,142,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,8.0,0.0,10.0,10.0,10.0,11.0,16.0,24.0,29.0,0.0,0.0,0.8,0.82,0.0,0,0,0,0,1,0
2165471,216,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,1.0,12.0,0.0,4.0,6.0,8.0,4.0,6.0,9.0,15.0,0.0,3.0,0.7,0.77,0.0,0,0,0,0,1,0
1719349,171,0.3,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.46,0.0,0,0,0,1,1,0
1288017,128,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1642708,164,0.32,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.86,0.0,0,1,0,0,1,0
3199033,319,0.21,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,13.0,20.0,27.0,3.0,9.0,17.0,25.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
2974414,297,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
3383858,338,0.2,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,4.0,0.0,10.0,16.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96,0.91,0.0,0,0,0,0,1,0
2856497,285,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1585628,158,0.32,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,1.0,8.0,0.0,16.0,26.0,36.0,8.0,18.0,26.0,35.0,0.0,0.0,0.85,0.78,0.0,0,0,0,1,1,0
2280751,228,0.2,Elevated,Monitor,No Alert,1,Backorder,0,No Backorder,False Negative,0,0,1,0.0,8.0,0.0,2.0,4.0,5.0,0.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
1198899,119,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,8.0,8.0,0.0,24.0,48.0,72.0,15.0,31.0,50.0,71.0,0.0,0.0,1.0,0.94,0.0,0,0,0,0,1,0
2163061,216,0.37,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,8.0,4.0,1.0,12.0,37.0,62.0,7.0,30.0,50.0,68.0,0.0,0.0,0.91,0.93,0.0,0,0,0,0,1,0
1293799,129,0.39,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,8.0,0.0,36.0,60.0,84.0,11.0,25.0,52.0,69.0,16.0,0.0,0.84,0.89,0.0,0,0,0,0,1,0
1114267,111,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
3501333,350,0.2812909514500626,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.0,0,0,0,0,1,0
2992500,299,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,8.0,0.0,13.0,13.0,19.0,4.0,8.0,12.0,17.0,0.0,0.0,0.97,0.97,0.0,0,0,0,0,1,0
3352091,335,0.27,Elevated,Monitor,No Alert,1,Backorder,0,No Backorder,False Negative,0,0,1,0.0,2.0,0.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,0.0,3.0,0.16,0.1,0.0,0,0,0,0,1,0
2191630,219,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1650951,165,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1696934,169,0.24,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,14.0,8.0,0.0,11.0,33.0,44.0,6.0,14.0,34.0,55.0,2.0,0.0,0.9,0.56,0.0,0,0,0,0,1,0
1783526,178,0.26,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,2.0,0.0,0.0,24.0,24.0,1.0,1.0,5.0,10.0,2.0,0.0,0.97,0.97,0.0,0,0,0,0,1,0
2215123,221,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,2.0,0.0,34.0,51.0,68.0,5.0,19.0,36.0,51.0,1.0,0.0,1.0,0.99,0.0,0,0,0,0,1,0
3076428,307,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1340836,134,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1403336,140,0.34,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.97,0.97,0.0,0,0,0,0,1,0
3145252,314,0.22,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,2.0,0.0,38.0,57.0,57.0,6.0,21.0,48.0,67.0,5.0,0.0,0.97,0.97,0.0,0,0,0,0,1,0
2219909,221,0.3766582539350632,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,0,0,0,1,0
1976055,197,0.21,Elevated,Monitor,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,12.0,12.0,18.0,1.0,4.0,4.0,4.0,0.0,0.0,0.14,0.35,0.0,0,1,0,0,1,0
